timestamp,device,estimated_area,distance_to_master_bedroom,distance_to_master_bathroom,distance_to_lounge,distance_to_kitchen,distance_to_office,distance_to_sky_floor,distance_to_balcony
2025-02-09T07:00:44.702494-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.703043-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.703574-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.704114-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.704676-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.705176-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.705687-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.706170-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.706695-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.707188-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.707687-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.708170-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.708667-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.709250-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.709762-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.710235-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.710725-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.711222-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.711735-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.712214-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.712714-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.713184-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.713697-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.714186-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.714684-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.715170-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.715685-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.716166-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.716663-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.717137-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.717637-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.718143-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.718634-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.719119-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.719602-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.720110-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.720596-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.721080-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.721548-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.722045-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.722542-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.723043-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.723527-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.724033-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.724545-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.725075-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.725597-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.726103-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.726645-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.727331-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.727906-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.728396-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.728991-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.729567-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.730085-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.730590-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.731093-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.731569-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.732050-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.732517-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.733069-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.733554-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.734052-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.734539-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.735048-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.735553-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.736288-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.736879-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.737440-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.737966-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.738470-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.738966-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.739451-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.739964-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.740445-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.740966-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.741440-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.741939-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.742435-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.742928-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.743393-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.743916-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.744451-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.744956-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.745442-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.745959-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.746467-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.746977-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.747462-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.747954-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.748418-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.748944-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.749434-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.749923-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.750388-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.750918-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.751394-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.751888-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.752348-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.752833-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.753318-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.753820-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.754278-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.754759-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.755231-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.755739-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.756218-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.756701-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.757165-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.757629-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.758123-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.758605-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.759097-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.759567-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.760047-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.760538-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.761026-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.761502-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.762007-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.762494-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.762994-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.763463-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.763964-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.764462-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.764955-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.765437-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.765924-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.766462-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.767006-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.767574-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.768097-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.768640-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.769142-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.769645-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.770163-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.770722-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.771215-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.771717-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.772204-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.772740-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.773293-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.773838-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.774345-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.774942-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.775485-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.776023-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.776655-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.777241-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.777751-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.778231-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.778749-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.779243-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.779741-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.780211-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.780700-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.781172-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.781682-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.782157-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.782632-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.783107-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.783600-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.784102-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.784589-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.785071-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.785603-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.786105-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.786623-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.787118-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.787679-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.788168-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.788726-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.789255-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.789801-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.790334-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.790844-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.791342-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.791865-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.792396-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.792909-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.793431-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.793927-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.794466-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.794979-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.795514-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.796020-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.796549-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.797064-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.797604-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.798113-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.798646-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.799146-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.799670-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.800142-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.800687-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.801175-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.801699-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.802181-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.802716-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.803221-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.803749-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.804249-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.804783-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.805294-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.805856-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.806354-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.806906-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.807405-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.807933-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.808440-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.808983-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.809500-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.810013-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.810503-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.811029-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.811553-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.812072-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.812588-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.813127-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.813684-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.814300-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.814869-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.815391-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.816004-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.816535-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.817067-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.817579-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.818111-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.818638-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.819165-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.819704-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.820222-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.820765-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.821407-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.821938-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.822447-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.822952-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.823529-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.824051-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.824549-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.825079-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.825580-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.826075-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.826553-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.827038-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.827538-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.828070-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.828580-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.829073-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.829565-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.830079-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.830565-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.831057-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.831541-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.832080-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.832587-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.833112-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.833618-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.834159-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.834684-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.835184-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.835689-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.836170-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.836719-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.837274-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.837893-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.838457-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.839015-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.839543-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.840118-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.840821-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.841519-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.842163-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.842743-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.843332-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.843944-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.844539-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.845145-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.845700-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.846262-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.846899-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.847495-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.848138-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.848721-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.849313-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.849896-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.850490-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.851215-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.851890-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.852548-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.853385-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.854172-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.856079-08:00,o3-mini,office,15,25,35,45,55,65,75
2025-02-09T07:00:44.856843-08:00,o1-mini,master_bedroom,10,20,30,40,50,60,70
2025-02-09T07:00:44.857388-08:00,madisons_iphone,master_bathroom,12,22,32,42,52,62,72
2025-02-09T07:00:44.857981-08:00,bkam_iphone,lounge,14,24,34,44,54,64,74
2025-02-09T07:00:44.858515-08:00,nova_iphone,kitchen,16,26,36,46,56,66,76
2025-02-09T07:00:44.859077-08:00,bkam_apple_watch,sky_floor,18,28,38,48,58,68,78
2025-02-09T07:00:44.859610-08:00,o3-mini,office,15,25,35,45,55,65,75
